"caseIndex","opponent","opponentMapOrdinal","mapId","directionOrdinal","candidateStart","opponentStart","candidateStartOrdinal","opponentStartOrdinal","countryOrdinal","country","candidateSlot","requestedEngineSeed","maxUpdates","stratumId","topologyId","role","schedulerJobId","pairedArtifactSha256","sourceCommit","disabledV5","disabledV6","v2V5","v2V6"
"273","pinned_supalosa","7","hfo-bvb","1","151,119","87,158","1","0","1","Alliance","1","3350108273","24000","pinned_supalosa__hfo-bvb","hfo","competitive","27066727","f30ce538756b7b9bccc38e7307f175f04307df28c7b6bb5c12f15385983151bb","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""baseline_win"",""tick"":9148,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":9148,""winner"":""baseline""}"
"274","pinned_supalosa","7","hfo-bvb","1","151,119","87,158","1","0","2","French","0","3350108274","24000","pinned_supalosa__hfo-bvb","hfo","competitive","27066743","c64e437ce7c0f4634e527a5a34810699f77579b5f1fbfa9af4620f4563ba1bfa","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":9304,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":9304,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":9673,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":9673,""winner"":""baseline""}"
"275","pinned_supalosa","7","hfo-bvb","1","151,119","87,158","1","0","2","French","1","3350108275","24000","pinned_supalosa__hfo-bvb","hfo","competitive","27066861","1bba8a6b52862cf281777737095ed69969cab608f0bcc91249c7d813bb3419e3","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":11507,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":11507,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":11802,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":11802,""winner"":""baseline""}"
"276","pinned_supalosa","7","hfo-bvb","1","151,119","87,158","1","0","3","Germans","0","3350108276","24000","pinned_supalosa__hfo-bvb","hfo","competitive","27066862","542dfbffda7cbdb4cee18c4c22868359b413ccde6cf2f89bc1bd4625a2ae1665","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":21442,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":21442,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":9352,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":9352,""winner"":""baseline""}"
"277","pinned_supalosa","7","hfo-bvb","1","151,119","87,158","1","0","3","Germans","1","3350108277","24000","pinned_supalosa__hfo-bvb","hfo","competitive","27066863","d6f92e93884d3671db17e917e06e6185c619ac371a648b43c7dc0ed91bbe9de5","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":10360,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":10360,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":11164,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":11164,""winner"":""baseline""}"
"278","pinned_supalosa","7","hfo-bvb","1","151,119","87,158","1","0","4","British","0","3350108278","24000","pinned_supalosa__hfo-bvb","hfo","competitive","27066864","501559b0f21d7673df6c4db79892376315cad03d86920e9a5ffcde2cb0eb32a8","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":9382,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":9382,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":11376,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":11376,""winner"":""baseline""}"
"279","pinned_supalosa","7","hfo-bvb","1","151,119","87,158","1","0","4","British","1","3350108279","24000","pinned_supalosa__hfo-bvb","hfo","competitive","27066865","34677c6216053061ed36f483a511c1678a79012cf58e3d0e223107eb860e1df4","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":11770,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":11770,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":13123,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":13123,""winner"":""baseline""}"
"280","pinned_supalosa","7","hfo-bvb","1","151,119","87,158","1","0","5","Africans","0","3350108280","24000","pinned_supalosa__hfo-bvb","hfo","competitive","27066866","98dfd3dd467705aff418bb48501e3b9f711215c5c8a9162d99fc2583074f3e85","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":23154,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":23154,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":19265,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":19265,""winner"":""baseline""}"
"281","pinned_supalosa","7","hfo-bvb","1","151,119","87,158","1","0","5","Africans","1","3350108281","24000","pinned_supalosa__hfo-bvb","hfo","competitive","27066867","70ab35045f77be21a87b7d1f9aa4ef98be4de24d7b141e1f0c4b27e6cd38f883","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":18117,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":18117,""winner"":""candidate""}","{""status"":""baseline_win"",""tick"":18858,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":18858,""winner"":""baseline""}"
"282","pinned_supalosa","7","hfo-bvb","1","151,119","87,158","1","0","6","Arabs","0","3350108282","24000","pinned_supalosa__hfo-bvb","hfo","competitive","27066868","a8a3d919a4fcd942250f6bb24942ea98a7aadd09e114a55ab77ec92dc4dd3e00","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":20033,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":20033,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":21275,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":21275,""winner"":""baseline""}"
"283","pinned_supalosa","7","hfo-bvb","1","151,119","87,158","1","0","6","Arabs","1","3350108283","24000","pinned_supalosa__hfo-bvb","hfo","competitive","27066869","305dc9ab826792b0fe198638ebc2c5f6276c21fd8bc7a4e3aeaa8b77ed6fe5be","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":18991,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":18991,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":23307,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":23307,""winner"":""baseline""}"
"284","pinned_supalosa","7","hfo-bvb","1","151,119","87,158","1","0","7","Confederation","0","3350108284","24000","pinned_supalosa__hfo-bvb","hfo","competitive","27067031","643c28e77c016b98330fd56da4c5fb825fdeabe59877792ec76aa08beba9565f","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":13312,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":13312,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":18861,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":18861,""winner"":""baseline""}"
"285","pinned_supalosa","7","hfo-bvb","1","151,119","87,158","1","0","7","Confederation","1","3350108285","24000","pinned_supalosa__hfo-bvb","hfo","competitive","27067032","1f702d7296719ea11ae07b8317a6129a60a63cefa3b8d4cd4d7a35dbd05f16fd","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":19184,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":19184,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":17679,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":17679,""winner"":""baseline""}"
"286","pinned_supalosa","7","hfo-bvb","1","151,119","87,158","1","0","8","Russians","0","3350108286","24000","pinned_supalosa__hfo-bvb","hfo","competitive","27067035","1dee8ecce64a6f7011b825eedb3fb401662af8894b02646a7d6f9050cd3e2723","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""baseline_win"",""tick"":19518,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":19518,""winner"":""baseline""}"
"287","pinned_supalosa","7","hfo-bvb","1","151,119","87,158","1","0","8","Russians","1","3350108287","24000","pinned_supalosa__hfo-bvb","hfo","competitive","27067036","5537020f8a61ebf4efa1fb8fd89724aee092cb00d7c035a387eea8a06219cc89","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":22290,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":22290,""winner"":""baseline""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"288","pinned_supalosa","8","hfo-lvl","0","39,82","87,157","0","1","0","Americans","0","3350108288","24000","pinned_supalosa__hfo-lvl","hfo","competitive","27067038","e269377ae80f045afe59e1266d75bd309b3646d77d71e2e4cf5b9d1ee2392239","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":8242,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":8242,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":8242,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":8242,""winner"":""baseline""}"
"289","pinned_supalosa","8","hfo-lvl","0","39,82","87,157","0","1","0","Americans","1","3350108289","24000","pinned_supalosa__hfo-lvl","hfo","competitive","27067039","a10dc5ae220637c4830b00aa0aff699cf4028dbce751762478ca837bee39fd8c","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":20184,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":20184,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":19820,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":19820,""winner"":""candidate""}"
"290","pinned_supalosa","8","hfo-lvl","0","39,82","87,157","0","1","1","Alliance","0","3350108290","24000","pinned_supalosa__hfo-lvl","hfo","competitive","27067044","a6d3d795e600916956ddbbdda880fb3c1653ce0c73359173a3033ac71d3a83af","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":8380,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":8380,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":8380,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":8380,""winner"":""baseline""}"
"291","pinned_supalosa","8","hfo-lvl","0","39,82","87,157","0","1","1","Alliance","1","3350108291","24000","pinned_supalosa__hfo-lvl","hfo","competitive","27067053","e4f7ae46b13a6f5ee2fe5fc9bdf767dbba63cfa0fbd18e98c8811b05fbb18f76","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":21284,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":21284,""winner"":""candidate""}","{""status"":""baseline_win"",""tick"":22998,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":22998,""winner"":""baseline""}"
"292","pinned_supalosa","8","hfo-lvl","0","39,82","87,157","0","1","2","French","0","3350108292","24000","pinned_supalosa__hfo-lvl","hfo","competitive","27067054","0adcacbdb1a3dd9eb0d4b502574839f9eee50e45f5c789e73d1f8046a1f09939","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":8703,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":8703,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":8703,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":8703,""winner"":""baseline""}"
"293","pinned_supalosa","8","hfo-lvl","0","39,82","87,157","0","1","2","French","1","3350108293","24000","pinned_supalosa__hfo-lvl","hfo","competitive","27067056","43406022c6cd246f89d1556f4b42861046e9f068451604db368667ac7dd17de1","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""baseline_win"",""tick"":19320,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":19320,""winner"":""baseline""}"
"294","pinned_supalosa","8","hfo-lvl","0","39,82","87,157","0","1","3","Germans","0","3350108294","24000","pinned_supalosa__hfo-lvl","hfo","competitive","27067058","54144fe956c61269732c81e8a2022297037b1ac70f547097ab79a820cf7eef77","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":8476,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":8476,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":8476,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":8476,""winner"":""baseline""}"
"295","pinned_supalosa","8","hfo-lvl","0","39,82","87,157","0","1","3","Germans","1","3350108295","24000","pinned_supalosa__hfo-lvl","hfo","competitive","27067059","841c72f236a874b9264ee7b79a22f8e6ec95874e1962dd0d2ac23dd25bb5df7e","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":20882,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":20882,""winner"":""candidate""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"296","pinned_supalosa","8","hfo-lvl","0","39,82","87,157","0","1","4","British","0","3350108296","24000","pinned_supalosa__hfo-lvl","hfo","competitive","27067061","fa4955b9328a9449e77ff1579417bf0e0aa7d4a8675d5fe5932f0fc1607a0179","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":9844,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":9844,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":9844,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":9844,""winner"":""baseline""}"
"297","pinned_supalosa","8","hfo-lvl","0","39,82","87,157","0","1","4","British","1","3350108297","24000","pinned_supalosa__hfo-lvl","hfo","competitive","27067062","2dd32ec0e3a63998a0e9a41a20e0813722ce7af41b06943cfcd8d2d5b726606e","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":21210,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":21210,""winner"":""candidate""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"298","pinned_supalosa","8","hfo-lvl","0","39,82","87,157","0","1","5","Africans","0","3350108298","24000","pinned_supalosa__hfo-lvl","hfo","competitive","27067203","48d94923f7fb1c0b7219c6e7a039d64f367013e309868fcf9210ba394c6cdb09","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"299","pinned_supalosa","8","hfo-lvl","0","39,82","87,157","0","1","5","Africans","1","3350108299","24000","pinned_supalosa__hfo-lvl","hfo","competitive","27067204","3be54e459c508745cf0476e9a3dfbac389844314543b36a2aba44c700a7b4be8","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""baseline_win"",""tick"":19741,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":19741,""winner"":""baseline""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"300","pinned_supalosa","8","hfo-lvl","0","39,82","87,157","0","1","6","Arabs","0","3350108300","24000","pinned_supalosa__hfo-lvl","hfo","competitive","27067218","332c2446cc392dc7c3154a6e83c713e086e7a6f59103692c9d2401123271308d","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""baseline_win"",""tick"":18022,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":18022,""winner"":""baseline""}"
"301","pinned_supalosa","8","hfo-lvl","0","39,82","87,157","0","1","6","Arabs","1","3350108301","24000","pinned_supalosa__hfo-lvl","hfo","competitive","27067219","de53747c7ed32f5e6689e4b7efd6582427ba1e6cd7d56c8b6fcda68a97836ff2","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""baseline_win"",""tick"":21941,""winner"":""baseline""}","{""status"":""baseline_win"",""tick"":21941,""winner"":""baseline""}"
"302","pinned_supalosa","8","hfo-lvl","0","39,82","87,157","0","1","7","Confederation","0","3350108302","24000","pinned_supalosa__hfo-lvl","hfo","competitive","27067222","2892cc0deead8e319b6f16245010ad636833e4aa26da72830c10f3e2685c5eda","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":9011,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":9011,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":9687,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":9687,""winner"":""candidate""}"
"303","pinned_supalosa","8","hfo-lvl","0","39,82","87,157","0","1","7","Confederation","1","3350108303","24000","pinned_supalosa__hfo-lvl","hfo","competitive","27067223","f258e5a501bdb6465b3ac0ed7c30a5127e4f1417dbb034510daf724add4c1d62","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":9132,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":9132,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":10276,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":10276,""winner"":""candidate""}"
"304","pinned_supalosa","8","hfo-lvl","0","39,82","87,157","0","1","8","Russians","0","3350108304","24000","pinned_supalosa__hfo-lvl","hfo","competitive","27067224","ebfc4f9d106de2a0803f1bf9d84095a930eae749093d98b760f7312f5f6a89c9","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":8999,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":8999,""winner"":""candidate""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
"305","pinned_supalosa","8","hfo-lvl","0","39,82","87,157","0","1","8","Russians","1","3350108305","24000","pinned_supalosa__hfo-lvl","hfo","competitive","27067226","76be3943b064c8f884a22cd098a6c822ee9a5ab691f6f866b8aad55337955768","5d466599937d966b6dcc80fa2f4c9add7da767fd","{""status"":""candidate_win"",""tick"":20932,""winner"":""candidate""}","{""status"":""candidate_win"",""tick"":20932,""winner"":""candidate""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}","{""status"":""tick_cap_draw"",""tick"":24000,""winner"":""draw""}"
