"caseIndex","arm","updates","publicCall","budgetDiagnostics"
"117","separated_lanes_v2","24000","{""sha256"":""3e6de494ebda6dfeb505b02674c67a00000244dbfb684665dc32b7ac007ae793"",""bySideAndMethod"":{""baseline.orderUnits"":1685,""baseline.placeBuilding"":4,""baseline.queueForProduction"":100,""baseline.setUnitDebugText"":225,""baseline.toggleRepairWrench"":8,""baseline.unqueueFromProduction"":17,""candidate.activateSuperWeapon"":1,""candidate.orderUnits"":1142,""candidate.pauseProduction"":14,""candidate.placeBuilding"":13,""candidate.queueForProduction"":119,""candidate.resumeProduction"":14,""candidate.setUnitDebugText"":282,""candidate.toggleRepairWrench"":37,""candidate.unqueueFromProduction"":17}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":24000,""budgetMode"":""separated_lanes_v2"",""commandCeiling"":115,""commandCeilingEnforced"":true,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":0,""budgetDenialUpdates"":1782,""budgetDeniedUnitIdOccurrences"":5578,""budgetDeniedDebugCalls"":65,""maxRollingCommandCalls"":115,""maxPendingUnitIds"":11,""maxForwardedChunkSize"":14,""counters"":{""gameplayNonorderCalls"":215,""productionBatches"":157,""proposedCalls"":1271,""proposedUnitIds"":2992,""forwardedOrderCalls"":1142,""forwardedUnitIds"":2809,""sameUnitConflicts"":121,""duplicateSuppressions"":60,""invalidUnitIds"":2,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":121,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":5578,""pendingUnitIds"":5578,""debugProposals"":347,""debugCoalesced"":0,""debugForwarded"":282,""debugDropped"":65},""telemetrySha256"":""480d158169cb81b0e2ff1d851e7a928f1432184ba54561fb64f70332363e2c2a""}"
"117","separated_lanes_unbounded_d1","9880","{""sha256"":""28263385faea67b986fd72279e272d5789afc682612e98b446e0509fd0ea2aaf"",""bySideAndMethod"":{""baseline.orderUnits"":462,""baseline.placeBuilding"":4,""baseline.queueForProduction"":53,""baseline.setUnitDebugText"":149,""baseline.toggleRepairWrench"":4,""baseline.unqueueFromProduction"":15,""candidate.orderUnits"":1292,""candidate.placeBuilding"":3,""candidate.queueForProduction"":64,""candidate.setUnitDebugText"":136,""candidate.unqueueFromProduction"":6}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":9880,""budgetMode"":""separated_lanes_unbounded_d1"",""commandCeiling"":null,""commandCeilingEnforced"":false,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":7392,""budgetDenialUpdates"":0,""budgetDeniedUnitIdOccurrences"":0,""budgetDeniedDebugCalls"":0,""maxRollingCommandCalls"":230,""maxPendingUnitIds"":0,""maxForwardedChunkSize"":11,""counters"":{""gameplayNonorderCalls"":73,""productionBatches"":68,""proposedCalls"":1296,""proposedUnitIds"":2472,""forwardedOrderCalls"":1292,""forwardedUnitIds"":2464,""sameUnitConflicts"":0,""duplicateSuppressions"":8,""invalidUnitIds"":0,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":0,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":0,""pendingUnitIds"":0,""debugProposals"":136,""debugCoalesced"":0,""debugForwarded"":136,""debugDropped"":0},""telemetrySha256"":""f976a2b93c70840ecdf0e31cf41e68f7c9b9290977b31baaf2eb317dcab1e965""}"
"118","disabled","9449","{""sha256"":""479b4e6353929b7922e91ea0c8b699387f3366a731522fe8b62dd58f66bc3ff3"",""bySideAndMethod"":{""baseline.orderUnits"":394,""baseline.placeBuilding"":5,""baseline.queueForProduction"":55,""baseline.setUnitDebugText"":61,""baseline.toggleRepairWrench"":8,""baseline.unqueueFromProduction"":9,""candidate.orderUnits"":1291,""candidate.placeBuilding"":3,""candidate.queueForProduction"":110,""candidate.setUnitDebugText"":349,""candidate.unqueueFromProduction"":4}}",""
"118","separated_lanes_v2","9507","{""sha256"":""012f4ad5545d980918318d94e87724751548f1af8b5b202484f43dbefd806e49"",""bySideAndMethod"":{""baseline.orderUnits"":449,""baseline.placeBuilding"":5,""baseline.queueForProduction"":83,""baseline.setUnitDebugText"":72,""baseline.toggleRepairWrench"":3,""baseline.unqueueFromProduction"":17,""candidate.orderUnits"":970,""candidate.placeBuilding"":3,""candidate.queueForProduction"":110,""candidate.setUnitDebugText"":89,""candidate.unqueueFromProduction"":4}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":9507,""budgetMode"":""separated_lanes_v2"",""commandCeiling"":115,""commandCeilingEnforced"":true,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":0,""budgetDenialUpdates"":4688,""budgetDeniedUnitIdOccurrences"":46860,""budgetDeniedDebugCalls"":362,""maxRollingCommandCalls"":115,""maxPendingUnitIds"":37,""maxForwardedChunkSize"":36,""counters"":{""gameplayNonorderCalls"":117,""productionBatches"":113,""proposedCalls"":1351,""proposedUnitIds"":3971,""forwardedOrderCalls"":970,""forwardedUnitIds"":3070,""sameUnitConflicts"":602,""duplicateSuppressions"":75,""invalidUnitIds"":9,""invalidTargets"":204,""invalidTiles"":0,""supersededPending"":602,""expiredPending"":11,""revokedPending"":0,""deferredUnitIds"":46860,""pendingUnitIds"":46860,""debugProposals"":451,""debugCoalesced"":0,""debugForwarded"":89,""debugDropped"":362},""telemetrySha256"":""314c442380e70b5afe821d4775dfdcff7c6c5ffd96d64131d621852acb885510""}"
"118","separated_lanes_unbounded_d1","9449","{""sha256"":""21a74ec155afbb1d90dc53c987a721e0569b6d9749a09890b2c1e19f537f8f64"",""bySideAndMethod"":{""baseline.orderUnits"":394,""baseline.placeBuilding"":5,""baseline.queueForProduction"":55,""baseline.setUnitDebugText"":61,""baseline.toggleRepairWrench"":8,""baseline.unqueueFromProduction"":9,""candidate.orderUnits"":1291,""candidate.placeBuilding"":3,""candidate.queueForProduction"":110,""candidate.setUnitDebugText"":349,""candidate.unqueueFromProduction"":4}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":9449,""budgetMode"":""separated_lanes_unbounded_d1"",""commandCeiling"":null,""commandCeilingEnforced"":false,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":6588,""budgetDenialUpdates"":0,""budgetDeniedUnitIdOccurrences"":0,""budgetDeniedDebugCalls"":0,""maxRollingCommandCalls"":272,""maxPendingUnitIds"":0,""maxForwardedChunkSize"":33,""counters"":{""gameplayNonorderCalls"":117,""productionBatches"":113,""proposedCalls"":1291,""proposedUnitIds"":3182,""forwardedOrderCalls"":1291,""forwardedUnitIds"":3182,""sameUnitConflicts"":0,""duplicateSuppressions"":0,""invalidUnitIds"":0,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":0,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":0,""pendingUnitIds"":0,""debugProposals"":349,""debugCoalesced"":0,""debugForwarded"":349,""debugDropped"":0},""telemetrySha256"":""0131ff74becd09786a6fdbd0fdeb7421d5175f68bedbe67a6a0a1eb9141e9f54""}"
"119","disabled","9797","{""sha256"":""e8b506205c200f7a8e503fd93ce92302f4af81578bf3cbadaaa287567fbf8614"",""bySideAndMethod"":{""baseline.orderUnits"":458,""baseline.placeBuilding"":5,""baseline.queueForProduction"":59,""baseline.setUnitDebugText"":87,""baseline.toggleRepairWrench"":5,""baseline.unqueueFromProduction"":9,""candidate.orderUnits"":1264,""candidate.placeBuilding"":3,""candidate.queueForProduction"":115,""candidate.setUnitDebugText"":388,""candidate.unqueueFromProduction"":4}}",""
"119","separated_lanes_v2","10472","{""sha256"":""98d93e5738a0fd15cbd9530691752a0c49e79fc022c48124eb9ff335277cb62c"",""bySideAndMethod"":{""baseline.orderUnits"":511,""baseline.placeBuilding"":5,""baseline.queueForProduction"":88,""baseline.setUnitDebugText"":159,""baseline.toggleRepairWrench"":1,""baseline.unqueueFromProduction"":11,""candidate.orderUnits"":1071,""candidate.placeBuilding"":3,""candidate.queueForProduction"":118,""candidate.setUnitDebugText"":111,""candidate.unqueueFromProduction"":4}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":10472,""budgetMode"":""separated_lanes_v2"",""commandCeiling"":115,""commandCeilingEnforced"":true,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":0,""budgetDenialUpdates"":4334,""budgetDeniedUnitIdOccurrences"":29673,""budgetDeniedDebugCalls"":358,""maxRollingCommandCalls"":115,""maxPendingUnitIds"":40,""maxForwardedChunkSize"":46,""counters"":{""gameplayNonorderCalls"":125,""productionBatches"":121,""proposedCalls"":1419,""proposedUnitIds"":4986,""forwardedOrderCalls"":1071,""forwardedUnitIds"":4292,""sameUnitConflicts"":557,""duplicateSuppressions"":78,""invalidUnitIds"":8,""invalidTargets"":39,""invalidTiles"":0,""supersededPending"":557,""expiredPending"":11,""revokedPending"":0,""deferredUnitIds"":29673,""pendingUnitIds"":29673,""debugProposals"":469,""debugCoalesced"":0,""debugForwarded"":111,""debugDropped"":358},""telemetrySha256"":""683ed870c15cde21ce3bd85aab27516d4be348790584aa456ac4b17d112d7ff3""}"
"119","separated_lanes_unbounded_d1","9797","{""sha256"":""76fb820d89ad73a5b411bb8f6804a2ae6e9f4f2e544a13e25890565ea11749b4"",""bySideAndMethod"":{""baseline.orderUnits"":458,""baseline.placeBuilding"":5,""baseline.queueForProduction"":59,""baseline.setUnitDebugText"":87,""baseline.toggleRepairWrench"":5,""baseline.unqueueFromProduction"":9,""candidate.orderUnits"":1264,""candidate.placeBuilding"":3,""candidate.queueForProduction"":115,""candidate.setUnitDebugText"":388,""candidate.unqueueFromProduction"":4}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":9797,""budgetMode"":""separated_lanes_unbounded_d1"",""commandCeiling"":null,""commandCeilingEnforced"":false,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":6888,""budgetDenialUpdates"":0,""budgetDeniedUnitIdOccurrences"":0,""budgetDeniedDebugCalls"":0,""maxRollingCommandCalls"":263,""maxPendingUnitIds"":0,""maxForwardedChunkSize"":34,""counters"":{""gameplayNonorderCalls"":122,""productionBatches"":118,""proposedCalls"":1264,""proposedUnitIds"":3593,""forwardedOrderCalls"":1264,""forwardedUnitIds"":3593,""sameUnitConflicts"":0,""duplicateSuppressions"":0,""invalidUnitIds"":0,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":0,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":0,""pendingUnitIds"":0,""debugProposals"":388,""debugCoalesced"":0,""debugForwarded"":388,""debugDropped"":0},""telemetrySha256"":""e9d20727265da09043621dcedfe0b418fc7c716522a4cb2c1679a98855ba740f""}"
"120","disabled","18293","{""sha256"":""2d2aff09416734caf88789678a9866124d4577a36bf64e6eaca3855f02c32dc8"",""bySideAndMethod"":{""baseline.activateSuperWeapon"":2,""baseline.orderUnits"":230,""baseline.pauseProduction"":9,""baseline.placeBuilding"":14,""baseline.queueForProduction"":37,""baseline.resumeProduction"":9,""baseline.sellObject"":1,""baseline.setUnitDebugText"":151,""baseline.toggleRepairWrench"":1,""baseline.unqueueFromProduction"":5,""candidate.orderUnits"":4125,""candidate.pauseProduction"":1,""candidate.placeBuilding"":5,""candidate.queueForProduction"":52,""candidate.quitGame"":35,""candidate.resumeProduction"":1,""candidate.sellObject"":10,""candidate.setUnitDebugText"":56,""candidate.toggleRepairWrench"":5,""candidate.unqueueFromProduction"":7}}",""
"120","separated_lanes_v2","21856","{""sha256"":""365f296d8c1e0ccf2ca7e637e44c3b36ddddf057003e1593365dcea22402a36e"",""bySideAndMethod"":{""baseline.activateSuperWeapon"":4,""baseline.orderUnits"":384,""baseline.pauseProduction"":9,""baseline.placeBuilding"":16,""baseline.queueForProduction"":64,""baseline.resumeProduction"":9,""baseline.setUnitDebugText"":334,""baseline.toggleRepairWrench"":9,""baseline.unqueueFromProduction"":8,""candidate.orderUnits"":2410,""candidate.pauseProduction"":2,""candidate.placeBuilding"":5,""candidate.queueForProduction"":71,""candidate.quitGame"":52,""candidate.resumeProduction"":2,""candidate.sellObject"":9,""candidate.setUnitDebugText"":14,""candidate.toggleRepairWrench"":14,""candidate.unqueueFromProduction"":16}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":21856,""budgetMode"":""separated_lanes_v2"",""commandCeiling"":115,""commandCeilingEnforced"":true,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":0,""budgetDenialUpdates"":11889,""budgetDeniedUnitIdOccurrences"":178633,""budgetDeniedDebugCalls"":85,""maxRollingCommandCalls"":115,""maxPendingUnitIds"":30,""maxForwardedChunkSize"":30,""counters"":{""gameplayNonorderCalls"":171,""productionBatches"":88,""proposedCalls"":6838,""proposedUnitIds"":96193,""forwardedOrderCalls"":2410,""forwardedUnitIds"":36084,""sameUnitConflicts"":58215,""duplicateSuppressions"":1386,""invalidUnitIds"":49,""invalidTargets"":459,""invalidTiles"":0,""supersededPending"":57842,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":178633,""pendingUnitIds"":178633,""debugProposals"":99,""debugCoalesced"":0,""debugForwarded"":14,""debugDropped"":85},""telemetrySha256"":""48b1d1d6e1650755fe9464911e3d6b0a0b156ad9fae142322dc01f4a4cc6e96a""}"
"120","separated_lanes_unbounded_d1","21850","{""sha256"":""964043a43ffa9084428930e71d49a2e6c35d481a50aabc4d1a2c6e4dc82dcf42"",""bySideAndMethod"":{""baseline.activateSuperWeapon"":3,""baseline.orderUnits"":286,""baseline.pauseProduction"":10,""baseline.placeBuilding"":16,""baseline.queueForProduction"":44,""baseline.resumeProduction"":10,""baseline.sellObject"":1,""baseline.setUnitDebugText"":233,""baseline.toggleRepairWrench"":1,""baseline.unqueueFromProduction"":8,""candidate.orderUnits"":4346,""candidate.pauseProduction"":1,""candidate.placeBuilding"":5,""candidate.queueForProduction"":54,""candidate.quitGame"":41,""candidate.resumeProduction"":1,""candidate.sellObject"":10,""candidate.setUnitDebugText"":65,""candidate.toggleRepairWrench"":8,""candidate.unqueueFromProduction"":5}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":21850,""budgetMode"":""separated_lanes_unbounded_d1"",""commandCeiling"":null,""commandCeilingEnforced"":false,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":13211,""budgetDenialUpdates"":0,""budgetDeniedUnitIdOccurrences"":0,""budgetDeniedDebugCalls"":0,""maxRollingCommandCalls"":365,""maxPendingUnitIds"":0,""maxForwardedChunkSize"":27,""counters"":{""gameplayNonorderCalls"":125,""productionBatches"":58,""proposedCalls"":4490,""proposedUnitIds"":41332,""forwardedOrderCalls"":4346,""forwardedUnitIds"":41238,""sameUnitConflicts"":91,""duplicateSuppressions"":3,""invalidUnitIds"":0,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":0,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":0,""pendingUnitIds"":0,""debugProposals"":65,""debugCoalesced"":0,""debugForwarded"":65,""debugDropped"":0},""telemetrySha256"":""bbc2b97c4d08cb6ad74800b2174e240553905840cb0f5a05091f6158f7022607""}"
"121","disabled","21419","{""sha256"":""b7a309a8e7bb287e121921b52a038654de19586d968d0ab7bb5e74acf0beaaf3"",""bySideAndMethod"":{""baseline.activateSuperWeapon"":3,""baseline.orderUnits"":568,""baseline.pauseProduction"":7,""baseline.placeBuilding"":16,""baseline.queueForProduction"":48,""baseline.resumeProduction"":7,""baseline.sellObject"":1,""baseline.setUnitDebugText"":140,""baseline.toggleRepairWrench"":5,""baseline.unqueueFromProduction"":7,""candidate.orderUnits"":4131,""candidate.pauseProduction"":3,""candidate.placeBuilding"":7,""candidate.queueForProduction"":50,""candidate.resumeProduction"":2,""candidate.setUnitDebugText"":56,""candidate.toggleRepairWrench"":8,""candidate.unqueueFromProduction"":4}}",""
"121","separated_lanes_v2","24000","{""sha256"":""98479565e7471f04458959611f12e28b123b88e3768e89606f9d8ebadf23a0ca"",""bySideAndMethod"":{""baseline.activateSuperWeapon"":4,""baseline.orderUnits"":333,""baseline.pauseProduction"":11,""baseline.placeBuilding"":16,""baseline.queueForProduction"":58,""baseline.resumeProduction"":11,""baseline.setUnitDebugText"":212,""baseline.toggleRepairWrench"":4,""baseline.unqueueFromProduction"":10,""candidate.orderUnits"":2446,""candidate.pauseProduction"":24,""candidate.placeBuilding"":6,""candidate.queueForProduction"":60,""candidate.resumeProduction"":23,""candidate.setUnitDebugText"":14,""candidate.toggleRepairWrench"":18,""candidate.unqueueFromProduction"":8}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":24000,""budgetMode"":""separated_lanes_v2"",""commandCeiling"":115,""commandCeilingEnforced"":true,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":0,""budgetDenialUpdates"":10078,""budgetDeniedUnitIdOccurrences"":66394,""budgetDeniedDebugCalls"":87,""maxRollingCommandCalls"":115,""maxPendingUnitIds"":21,""maxForwardedChunkSize"":20,""counters"":{""gameplayNonorderCalls"":139,""productionBatches"":112,""proposedCalls"":6085,""proposedUnitIds"":36998,""forwardedOrderCalls"":2446,""forwardedUnitIds"":14549,""sameUnitConflicts"":20869,""duplicateSuppressions"":1374,""invalidUnitIds"":45,""invalidTargets"":160,""invalidTiles"":0,""supersededPending"":20576,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":66394,""pendingUnitIds"":66394,""debugProposals"":101,""debugCoalesced"":0,""debugForwarded"":14,""debugDropped"":87},""telemetrySha256"":""4e92cdaad7b32586776fc5d5b4ae5b8725347c0b184baae9d3f840d7a27d03af""}"
"121","separated_lanes_unbounded_d1","21409","{""sha256"":""06ef2d1f38eaf5bf35f976302fcf83af87ed913afc7e8f923b1181fcaeab9bcf"",""bySideAndMethod"":{""baseline.activateSuperWeapon"":3,""baseline.orderUnits"":561,""baseline.pauseProduction"":7,""baseline.placeBuilding"":16,""baseline.queueForProduction"":48,""baseline.resumeProduction"":7,""baseline.sellObject"":1,""baseline.setUnitDebugText"":140,""baseline.toggleRepairWrench"":5,""baseline.unqueueFromProduction"":7,""candidate.orderUnits"":4132,""candidate.pauseProduction"":3,""candidate.placeBuilding"":7,""candidate.queueForProduction"":50,""candidate.resumeProduction"":2,""candidate.setUnitDebugText"":56,""candidate.toggleRepairWrench"":4,""candidate.unqueueFromProduction"":4}}","{""kind"":""unified-intent-d1-telemetry-v1"",""complete"":true,""updates"":21409,""budgetMode"":""separated_lanes_unbounded_d1"",""commandCeiling"":null,""commandCeilingEnforced"":false,""rollingUpdates"":900,""referenceCommandCeiling"":115,""referenceExceededUpdates"":12536,""budgetDenialUpdates"":0,""budgetDeniedUnitIdOccurrences"":0,""budgetDeniedDebugCalls"":0,""maxRollingCommandCalls"":361,""maxPendingUnitIds"":0,""maxForwardedChunkSize"":15,""counters"":{""gameplayNonorderCalls"":70,""productionBatches"":55,""proposedCalls"":4150,""proposedUnitIds"":19352,""forwardedOrderCalls"":4132,""forwardedUnitIds"":19334,""sameUnitConflicts"":15,""duplicateSuppressions"":3,""invalidUnitIds"":0,""invalidTargets"":0,""invalidTiles"":0,""supersededPending"":0,""expiredPending"":0,""revokedPending"":0,""deferredUnitIds"":0,""pendingUnitIds"":0,""debugProposals"":56,""debugCoalesced"":0,""debugForwarded"":56,""debugDropped"":0},""telemetrySha256"":""fc981d72d4537fc3e1d7687401b652ff1cf987d13b6b174dbaf71439f4430c62""}"
