"taskIndex","mapId","mapCaseIndex","jobId","country","countryOrdinal","candidateSlot","candidateStart","opponentStart","repeatIndex","requestedEngineSeed","winner","updates","endpointStatus","cellSha256","trajectorySha256","rawPath"
"241","hfo-rvr","122","24635307","Arabs","6","0","151,118","88,34","2","3002700122","opponent","58048","baseline_win","c51fbc327aaca39cc2412367aa482447fcb49822956f6378505606b9f79cc7c8","3be0608e4e91ec0c0331bb0f73bd4df5a9226ccd8dc2a5521d435f785db70d2a","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-241/cell.json"
"242","hfo-rvr","123","24635330","Arabs","6","0","151,118","88,34","3","3002700123","candidate","22303","candidate_win","24a2ddc88416410548b1ec77cd52852a3e19486baafdc78de96f151154a21292","be585aefb7477e659473fc58b29d8aef665f3b0e6b727985c49f63938a31febf","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-242/cell.json"
"243","hfo-rvr","124","24635331","Arabs","6","0","151,118","88,34","4","3002700124","opponent","52726","baseline_win","cff087cfad63542adffd2f8c6be5e7de3d162f12c61ede440e20c9616bce069f","47ea6f813755de1d8301722145ce9ff3b55337b5aeecc9a5dcb6132e003965c4","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-243/cell.json"
"244","hfo-rvr","126","24635333","Arabs","6","0","88,34","151,118","1","3002700126","candidate","59678","candidate_win","1b810d09bb11b40e51c77e6e3912b3bdfbda43b51063c0febfdaf2dc6e874d6f","49a566aa3e32ff866974b791e7527726630cebca90a14eeaf70447462fd6800b","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-244/cell.json"
"245","hfo-rvr","127","24635334","Arabs","6","0","88,34","151,118","2","3002700127","candidate","21288","candidate_win","dc5a9d0db66f853f42bdebdbbb5fa29d21d8fa914f942189bfe319f75d75ed17","88528543f63c78dab070d4e58dc272d3cd0be56370c7d3c2ee0f2b7b7a13b049","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-245/cell.json"
"246","hfo-rvr","128","24635335","Arabs","6","0","88,34","151,118","3","3002700128","candidate","21241","candidate_win","cfb90fd53b156db3c20ce17bb1fe1f498afbe65a6c61887fcc3674cc99f7a754","7078d99f3a546e5626cdd0fa8e1b806bbb3eaaac1eeb6ee0dc26800d2e4f55ab","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-246/cell.json"
"247","hfo-rvr","129","24635337","Arabs","6","0","88,34","151,118","4","3002700129","draw","90000","tick_cap_draw","df468cb7db8236d76ff9559699f38368bd6b1e30430f965fa7bae090fdb46fe2","9477d6827ad3885ce87c7d1983892d8eb0634b08f40f5dddf57a680d6b9bbb62","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-247/cell.json"
"248","hfo-rvr","131","24635343","Arabs","6","1","151,118","88,34","1","3002700131","candidate","9311","candidate_win","04dc383296a1efa1ca9229a6bcd6f3f415648951ad56985a4c0e83a0436afcd4","dccc1e26c98269e7f425f7a03ddaa957698026bba610ad805f8b646c59a8d639","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-248/cell.json"
"249","hfo-rvr","132","24635346","Arabs","6","1","151,118","88,34","2","3002700132","candidate","51657","candidate_win","357b816486702fd5f4dd7991737f726700ee276edba98de7f8883bd70b0e2f81","1a646da2572866348c0e187492d2e65e10ff7ea62c1a0eff714885fb7db35319","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-249/cell.json"
"250","hfo-rvr","133","24635348","Arabs","6","1","151,118","88,34","3","3002700133","candidate","22465","candidate_win","dea5d1e25edb908df843ded814ff594f0f319941a49ec43aef4723b4ba0ca7e7","9f8812f2229008e06d878f79a5a8a4b3849fb53a3953ef5d403c18ec3d33e024","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-250/cell.json"
"251","hfo-rvr","134","24635354","Arabs","6","1","151,118","88,34","4","3002700134","opponent","52404","baseline_win","34cfbe7b9fb59be29dc528d85bfd9db06a4762141e07eacc861fce5aeeede837","cda7f647cd1c4aec2e69b0e0de543c2005d946811eae06ffd84b185165492609","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-251/cell.json"
"252","hfo-rvr","136","24635357","Arabs","6","1","88,34","151,118","1","3002700136","candidate","52617","candidate_win","d1e4c1b0fc76bc3b9893572760dc7fddeaa58ceb6398e7d33afc269523f583b0","721639e1670fd0538161f45e4e70f206ba5522131972c6e89c462995425b1d3c","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-252/cell.json"
"253","hfo-rvr","137","24635360","Arabs","6","1","88,34","151,118","2","3002700137","draw","79993","engine_nonliteral_termination_draw","2167c406756e60d049ef5f5942c974ae8671c3fe93a9d7d72490eee4cd9449a8","679d043444224bf6b513e798a4141e636d839c95c5303017c63b03ca1077435c","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-253/cell.json"
"254","hfo-rvr","138","24635361","Arabs","6","1","88,34","151,118","3","3002700138","candidate","59124","candidate_win","8a3702d6ccad5a74e2948f8315bfe7e867500c132b807fb05d3864a9cb11aee6","5f5a359719bd155769fe66f62b9c980aedce92f7365f3544096c84d004010f19","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-254/cell.json"
"255","hfo-rvr","139","24635362","Arabs","6","1","88,34","151,118","4","3002700139","candidate","37874","candidate_win","1e45733dff984824e21266f03c8549f6c2bc2ebdaa1cc83b4d460de541c407b2","691a88301bc845b1fce7b2696fcc90102153bf64c15ae4a5780bdda32b253262","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-255/cell.json"
"256","hfo-rvr","141","24635364","Confederation","7","0","151,118","88,34","1","3002700141","draw","90000","tick_cap_draw","6b92878df2d23cbf605319d0785436b50ac9dbce74e395a48df1f9d354ea1935","b978ddfba7149ff693398aca174f2e72a9301c362c52c6bbb6ecdbe62686e19b","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-256/cell.json"
"257","hfo-rvr","142","24635365","Confederation","7","0","151,118","88,34","2","3002700142","candidate","22349","candidate_win","daa41c52299cc897afee65cde11f1fc7f12a3ecff6122ac58dc9a933bc5238c6","3a708bef37ec76494059aed814f96be1bf6360ff35e1d973d39d1ea42f9c74a2","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-257/cell.json"
"258","hfo-rvr","143","24635369","Confederation","7","0","151,118","88,34","3","3002700143","opponent","55586","baseline_win","face381d97ad0c06f23c9ab1212f561dde1829c93db3579c8cd655f70bb296b0","021dca23941a414dea19ea057fee64fd9ef6af597ee4b1ae856a7f35628909fd","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-258/cell.json"
"259","hfo-rvr","144","24635371","Confederation","7","0","151,118","88,34","4","3002700144","opponent","19571","baseline_win","ef16ce3058383741c70859357e441797df995302aebf090e6800d947fe3cb653","a18dea995825e9dc6e79d412cae2a6fc3677f34d4df0b4e98ed583ebfda74d34","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-259/cell.json"
"260","hfo-rvr","146","24635557","Confederation","7","0","88,34","151,118","1","3002700146","candidate","37310","candidate_win","e080b2160c635f39c0ffb53e81eb55be50a0e5af65aad7eaccd45060766a5b4c","304825c65e2e5a5c45a77bcaa00e8e85db8c785c80a6e540389be320765146bd","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-260/cell.json"
"261","hfo-rvr","147","24635568","Confederation","7","0","88,34","151,118","2","3002700147","candidate","20673","candidate_win","9ddbbef53da73d407188f8b798020f3bbbc95aae8d201ed85b442a9adebb234d","68cad412caf60d412e8a00061983ae6c8880939858a3f7adba19b0a5bd276423","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-261/cell.json"
"262","hfo-rvr","148","24635573","Confederation","7","0","88,34","151,118","3","3002700148","candidate","21572","candidate_win","9305c35e1104ec2815f12a6890bcc3364995ccb772c113b181bd86dd877f51e4","d125046315cfa7da16b2862c7a1b295de786d1814e4e3f2a11dac21980437fc6","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-262/cell.json"
"263","hfo-rvr","149","24635577","Confederation","7","0","88,34","151,118","4","3002700149","candidate","55931","candidate_win","574195966007f91aad8bc5f9dfa7cafb599395581da8316acca92ad8d2400c2d","aec073da9cb16e8bd21f181a4b1d0261c7176fcd3da6b3709dd3488b266c39d1","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-263/cell.json"
"264","hfo-rvr","151","24635580","Confederation","7","1","151,118","88,34","1","3002700151","opponent","66913","baseline_win","526ef2e46656ecfb65b8b145c178d427eeffb66a698b2310222d1abb0c44e384","3c8869369fa3187313506ea714408b8abc4db55057da0acd16ac065afc977b8b","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-264/cell.json"
"265","hfo-rvr","152","24635583","Confederation","7","1","151,118","88,34","2","3002700152","candidate","10966","candidate_win","d8db77caad4d8de6d7bd2d7ea531f009d956f6e54c4bbdb2059407affbb13f80","4e87e6f6e8fb2981bd23f7d99e1ddf673474ce327a998fc651f3806e1e388416","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-265/cell.json"
"266","hfo-rvr","153","24635584","Confederation","7","1","151,118","88,34","3","3002700153","candidate","42634","candidate_win","ef5fea8530d55940cd7149c8352c9f7229fd8d436c5a3dadf2c6d5b28ee6259b","da735e8f8c0eda0f55e60e25e3f68edbbb19fc93ed01e9c9a7a48d033f8caadf","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-266/cell.json"
"267","hfo-rvr","154","24635586","Confederation","7","1","151,118","88,34","4","3002700154","candidate","21191","candidate_win","a9aac2c2cc7c12e59467bc319e50ecf737073edc3572ea233728ccee0d733a9a","e04cf60c8b8767af64b17b44c0214577fc0e50856ad91c8c09047738a90fc236","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-267/cell.json"
"268","hfo-rvr","156","24635587","Confederation","7","1","88,34","151,118","1","3002700156","candidate","32667","candidate_win","28143ab170a0d04cb0efb8f910e078e9506a09e04a8d5343885a3f1f985379fd","ff7bf675fb1a32d21813bfc0320c0f63976ff1cc8a49814d49f4174b87b68244","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-268/cell.json"
"269","hfo-rvr","157","24635598","Confederation","7","1","88,34","151,118","2","3002700157","candidate","23884","candidate_win","b600c55cf4f582aa214798e0e92f34204468fe7ffb81dcff364c8d4163591354","ca2207be1243e03e21f32ed7273a1bbe347927841db936bbe50a0d9ed37c0842","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-269/cell.json"
"270","hfo-rvr","158","24635599","Confederation","7","1","88,34","151,118","3","3002700158","candidate","21452","candidate_win","86499aea3fe99f93bd42d0db661403f2a4488de836c7b553a9e96b616f23cb8c","e82c15da66a4c8a0f0b010d7cb51fc2080e2088e71b15f9a5d9fceac8b223371","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-270/cell.json"
"271","hfo-rvr","159","24635601","Confederation","7","1","88,34","151,118","4","3002700159","candidate","61556","candidate_win","dc827fcfa3fe5cf587a3f9307220b6ce9db97cdf2c4b55adf391d1213986d999","8df94525764733f3d9e4ffce7e0aeee4c56c8f0e2df8ca14fb4e686dbca0cc8e","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-271/cell.json"
"272","hfo-rvr","161","24635603","Russians","8","0","151,118","88,34","1","3002700161","opponent","18354","baseline_win","2c6422ab554825e4bff3eee1c399ce7c5a01c865ced87f603914816816060ab3","71db282796fde5d8c158770da7eae4a4a5353bcf006dce7e197934705ca222c4","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-272/cell.json"
"273","hfo-rvr","162","24635608","Russians","8","0","151,118","88,34","2","3002700162","opponent","19231","baseline_win","eae77292da1755ea3248a8df390a944b68d8f50afb0546a9bc338db62b6f442d","6ac71fbb02df46810ddb05ea2ad8edbc5a1440dec912a7e67710e82b3c5d09ce","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-273/cell.json"
"274","hfo-rvr","163","24635609","Russians","8","0","151,118","88,34","3","3002700163","draw","90000","tick_cap_draw","69db7a99695513880fd48a2aada0c27e7f445dd0b61a598795d393d049104554","c9d7b5622b052c38838c2a06000ccf872135568e41435e898611bd02202ed04b","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-274/cell.json"
"275","hfo-rvr","164","24635618","Russians","8","0","151,118","88,34","4","3002700164","candidate","39085","candidate_win","5868dd700b84741fb72b46d6aa9ebf4a31a6c0d85e3a83e705c7b38e2e0f42e4","4098f44376ad44173e1f164b1a7871beb219be129bb1645a6338cefc3157039b","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-275/cell.json"
"276","hfo-rvr","166","24635789","Russians","8","0","88,34","151,118","1","3002700166","candidate","22194","candidate_win","2e5b8e29340a39fd2f6e1ce274b1221b76085889f6e736b75458b78b7198f2ad","b4386314ab018972e64ae62d3029f73aa2dcaeeba65ea9fe3714696025524479","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-276/cell.json"
"277","hfo-rvr","167","24635790","Russians","8","0","88,34","151,118","2","3002700167","candidate","28854","candidate_win","b62b06e75c321da93eec57b5213658278f9d8d100ff54ee631420b106465df84","edba16b9fc04dca0f4deb6b6e1ea95ed7d0b5c0cf882c26d33a731507be9c83a","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-277/cell.json"
"278","hfo-rvr","168","24635791","Russians","8","0","88,34","151,118","3","3002700168","candidate","57730","candidate_win","076cb8b23c78532217431be57a9ac8ab7d87ef1ecaf7fb6d0dd6b0252ea3f721","78564848c5dd7471063a8e5668df4226c54bd6413d60aa7050f3ceeac31f1c6a","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-278/cell.json"
"279","hfo-rvr","169","24635796","Russians","8","0","88,34","151,118","4","3002700169","candidate","20664","candidate_win","248d316c34581e8d2d4d932084bcb21961052f78452997fe5b04dcb5409fc4c8","d9e119f4933f3419f5ac74d20a9418436b151f86fe97bcaf677c537e4ecb0933","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-279/cell.json"
"280","hfo-rvr","171","24635798","Russians","8","1","151,118","88,34","1","3002700171","opponent","20745","baseline_win","637832d3db8c453bc18b899f0935145ec7df83f7467032cccf8cecb821ab473f","3b9ac9a0a74f672906b3d56aa1f7bd872d03ec4934383e9b3d8cb78dd2bd26fc","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-280/cell.json"
"281","hfo-rvr","172","24635799","Russians","8","1","151,118","88,34","2","3002700172","draw","70618","engine_nonliteral_termination_draw","9da7ca71469d32578c3115ffea5bdde9fe792bcf0ec906f06b060198315a4d7e","5fee7f92c70dece51b14c54a70e72f9b9e869e569d84bc120b345e1a346b677a","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-281/cell.json"
"282","hfo-rvr","173","24635801","Russians","8","1","151,118","88,34","3","3002700173","candidate","21633","candidate_win","0fe40edee57a7a17f9b939c78115eab6b3ee6f67b209b732aaa00050e302011d","79e69c39b7718e7ef9e53b04496c946780b43be92bd0f1334324da6fc62865d2","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-282/cell.json"
"283","hfo-rvr","174","24635803","Russians","8","1","151,118","88,34","4","3002700174","candidate","30481","candidate_win","93bb761cd9b9af187c739295524ed8e51fa492aebbae4434e1d000c756b12f15","b79187d68524d6ec41423f430db54e2f819a43389bc4f52fe56471f10799bc04","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-283/cell.json"
"284","hfo-rvr","176","24635805","Russians","8","1","88,34","151,118","1","3002700176","candidate","40881","candidate_win","c64be60a1750cd255f693034a4b7ad2f481a89f7fe30822fd629139da4ee0820","b2183323cc57b5d55bab5f797d11256e626c377c7a7de73147dc1320d6e850be","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-284/cell.json"
"285","hfo-rvr","177","24635810","Russians","8","1","88,34","151,118","2","3002700177","candidate","40733","candidate_win","37bbb74ea8e4c4dcc58727edb1b237ff546e915baed79206973e57ddbd6af1a4","7dedad9b70000be4f091b3ed3a4258564d858db549f6b5534ca95bf2df232355","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-285/cell.json"
"286","hfo-rvr","178","24635812","Russians","8","1","88,34","151,118","3","3002700178","candidate","22030","candidate_win","fc3c4b5faa2bb978e82a798084f7f813d31c857bbd2f92f4c6d9f0b40aa94017","641bad38786e15dfe659cb94fcd98ed1a0d8263e2b6589975a94666294df98cf","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-286/cell.json"
"287","hfo-rvr","179","24634133","Russians","8","1","88,34","151,118","4","3002700179","candidate","52789","candidate_win","e2207662cc19b6b6cfa99a86a65c7830dc7944638da94819088ca9edaea28fcf","cfaab3c5582f8b648aa1410924da6f4b3ded7369698d9e4680c0c3180d88cd62","research-evidence/multimap-v2/unchanged-confirmation-v1/cells/task-287/cell.json"
